V1,gene,logfoldchanges,pvals,pvals_adj,neg_log_pvals,point_color,regulation,label
36104,ULK4P2,-0.48394668,0.767747460852448,1,0,black,NS,
36105,ENSG00000288606,-0.55885655,0.767739149348827,1,0,black,NS,
36106,ENSG00000280401,-2.7880147,0.767726682143478,1,0,black,NS,
36107,LINC00910,-0.1762742,0.767693436556376,1,0,black,NS,
36108,EID2B,-0.5797443,0.767676813923109,1,0,black,NS,
36109,MEOX1,-0.33992592,0.767539681276933,1,0,black,NS,
36110,CLDN14,-0.7037394,0.767523059632452,1,0,black,NS,
36111,ENSG00000289956,-0.4273335,0.767506438094904,1,0,black,NS,
36112,GOLGA1,-0.085451655,0.767398400707817,1,0,black,NS,
36113,NUP88,-0.050588015,0.767381779972491,1,0,black,NS,
36114,ANKRD18A,-0.17722896,0.767356849070119,1,0,black,NS,
36115,ENSG00000267568,-0.38679132,0.767198958947072,1,0,black,NS,
36116,MIPOL1,-0.50029576,0.767190649208223,1,0,black,NS,
36117,CIBAR1-DT,-0.3111662,0.767190649208223,1,0,black,NS,
36118,DPP9-AS1,-0.6169258,0.767107553292184,1,0,black,NS,
36119,ENSG00000254177,-0.43889236,0.766941369494412,1,0,black,NS,
36120,WDR31,-0.5088211,0.766849972973891,1,0,black,NS,
36121,ENSG00000259201,-0.7787359,0.766193675148135,1,0,black,NS,
36122,CCDC162P,-0.64814985,0.766160449336288,1,0,black,NS,
36123,MAD2L1,-0.53816307,0.766048315396872,1,0,black,NS,
36124,HAVCR1,-0.21029663,0.765961103498988,1,0,black,NS,
36125,ENSG00000271949,-0.253456,0.765940339198512,1,0,black,NS,
36126,PLET1,-1.4734035,0.765911269460341,1,0,black,NS,
36127,ENSG00000289888,-0.5957171,0.765836520218666,1,0,black,NS,
36128,RUNDC3B,-0.2675009,0.765446198503094,1,0,black,NS,
36129,ZNF501,-0.33350903,0.764972909524433,1,0,black,NS,
36130,ENSG00000227885,-0.732079,0.764894036554788,1,0,black,NS,
36131,MFSD13B,-0.45964178,0.764835921189969,1,0,black,NS,
36132,ENSG00000254503,-0.6131835,0.764748750625589,1,0,black,NS,
36133,ZNF204P,-0.79331887,0.764711392724573,1,0,black,NS,
36134,TAS2R46,-0.90004396,0.764508009314791,1,0,black,NS,
36135,ENSG00000227704,-0.5927043,0.764371045966059,1,0,black,NS,
36136,CLN8,-0.06951604,0.764283891308794,1,0,black,NS,
36137,ENSG00000287269,-0.4373316,0.764167689743963,1,0,black,NS,
36138,GSTM3,-0.54996157,0.763769324711534,1,0,black,NS,
36139,ENSG00000204398,-1.5896817,0.763532825051112,1,0,black,NS,
36140,CPT2,-0.19619606,0.763445699157914,1,0,black,NS,
36141,SSR4P1,-1.781646,0.763445699157914,1,0,black,NS,
36142,ENSG00000289397,-0.9857169,0.763288050395675,1,0,black,NS,
36143,CFAP92,-0.36544952,0.763242417059308,1,0,black,NS,
36144,DDX11-AS1,-0.50526285,0.762972782324008,1,0,black,NS,
36145,ENSG00000232590,-21.660719,0.762877379996033,1,0,black,NS,
36146,ENSG00000286488,-0.57041854,0.762599489399374,1,0,black,NS,
36147,BCLAF1P2,-0.857757,0.762101851395613,1,0,black,NS,
36148,SYNM-AS1,-0.4133619,0.762027214172443,1,0,black,NS,
36149,B9D1,-0.4166739,0.761994042783684,1,0,black,NS,
36150,IGSF23,-0.41920602,0.761985750004815,1,0,black,NS,
36151,ENSG00000260808,-1.1029085,0.761969164529067,1,0,black,NS,
36152,LINC02842,-0.734294,0.76178673151302,1,0,black,NS,
36153,NCMAP,-1.1947695,0.761712103639625,1,0,black,NS,
36154,LINC02211,-0.8160928,0.761629186379476,1,0,black,NS,
36155,PI16,-1.2252641,0.761612603255839,1,0,black,NS,
36156,FRAT1,-0.40579838,0.761596020241682,1,0,black,NS,
36157,ENSG00000269825,-0.35499844,0.761426050660498,1,0,black,NS,
36158,LINC03015,-0.3870516,0.761405323450108,1,0,black,NS,
36159,ENSG00000286043,-0.6011695,0.76134314284621,1,0,black,NS,
36160,LINC01387,-1.7415287,0.761289254236147,1,0,black,NS,
36161,SNHG30,-0.2890109,0.761227076509463,1,0,black,NS,
36162,ENSG00000288039,-1.5643573,0.761214641149142,1,0,black,NS,
36163,HERC3-1,-1.5667744,0.761131740323396,1,0,black,NS,
36164,ENSG00000283118,-1.5433652,0.761106870610357,1,0,black,NS,
36165,EHBP1-AS1,-0.65167016,0.760974236309935,1,0,black,NS,
36166,SORCS3,-0.8836726,0.76094522349294,1,0,black,NS,
36167,C10orf95-AS1,-0.1380362,0.760489351969042,1,0,black,NS,
36168,TEX22,-0.10393279,0.760290452265782,1,0,black,NS,
36169,ACP6,-0.12783827,0.760249016821831,1,0,black,NS,
36170,ENSG00000257060,-0.56210744,0.760244873315269,1,0,black,NS,
36171,ENSG00000273828,-0.3409976,0.760182721542422,1,0,black,NS,
36172,CLCN1,-0.0625102,0.760170291373626,1,0,black,NS,
36173,ENSG00000266765,-0.8337524,0.760012847930409,1,0,black,NS,
36174,PA2G4P4,-0.4320931,0.759975560149916,1,0,black,NS,
36175,ENSG00000282742,-0.72741634,0.759905129197634,1,0,black,NS,
36176,KEL,-1.1457468,0.759639995236524,1,0,black,NS,
36177,ATXN1-AS1,-0.37679574,0.759507438845657,1,0,black,NS,
36178,THA1P,-1.0661942,0.759432878980143,1,0,black,NS,
36179,ENSG00000289911,-1.2018635,0.759345895296409,1,0,black,NS,
36180,LTC4S,-1.3532763,0.759325185344203,1,0,black,NS,
36181,ENSG00000285530,-1.1127131,0.759205071025497,1,0,black,NS,
36182,ENSG00000286872,-1.2661544,0.75920092925603,1,0,black,NS,
36183,SEC62-AS1,-1.6140895,0.75907253782913,1,0,black,NS,
36184,COPS8-DT,-0.3790102,0.759026981177084,1,0,black,NS,
36185,ENSG00000287485,-0.56790924,0.758803351563952,1,0,black,NS,
36186,ENPP7P4,-0.68450654,0.75875365883326,1,0,black,NS,
36187,CBR4,-0.06466142,0.758741235806264,1,0,black,NS,
36188,ST6GALNAC5,-1.3616767,0.75845552337974,1,0,black,NS,
36189,NUDT9P1,-4.023563,0.75839755676604,1,0,black,NS,
36190,CERS3,-0.26914844,0.75835615287341,1,0,black,NS,
36191,PPP1CB-DT,-0.27949506,0.758219524945126,1,0,black,NS,
36192,LINC01362,-0.43239424,0.758153283818834,1,0,black,NS,
36193,MAST3-AS1,-0.96282613,0.757793128780333,1,0,black,NS,
36194,LRR1,-0.18393092,0.757668949572565,1,0,black,NS,
36195,ENSG00000257239,-0.84177,0.757577888794488,1,0,black,NS,
36196,FAM228A,-0.7939384,0.75732955832031,1,0,black,NS,
36197,ENSG00000271746,-1.2216549,0.757263341089662,1,0,black,NS,
36198,ZNF90,-0.26895088,0.757221956225177,1,0,black,NS,
36199,LINC00899,-0.67013663,0.756270296670979,1,0,black,NS,
36200,ENSG00000262769,-0.6996614,0.756249612519072,1,0,black,NS,
36201,ENSG00000264078,-2.8567905,0.756179287709118,1,0,black,NS,
36202,TGM5,-21.753422,0.756121374676164,1,0,black,NS,
36203,C2CD4D-AS1,-0.26911741,0.755658119757833,1,0,black,NS,
36204,OVOL2,-0.727587,0.755335547673539,1,0,black,NS,
36205,ENSG00000289126,-1.1210539,0.754959267488256,1,0,black,NS,
36206,ENSG00000262039,-0.3342485,0.754839366234893,1,0,black,NS,
36207,GPM6B,-0.58936197,0.75474014207859,1,0,black,NS,
36208,SPRY1,-1.671668,0.754516902527436,1,0,black,NS,
36209,CITED4,-1.0514041,0.75433088523263,1,0,black,NS,
36210,TRAV13-2,-2.4194303,0.754248215453236,1,0,black,NS,
36211,TMEM45A,-1.7762948,0.754223415068483,1,0,black,NS,
36212,ENSG00000259442,-0.6530354,0.754211014971153,1,0,black,NS,
36213,ENSG00000223536,-2.6026518,0.754173815059376,1,0,black,NS,
36214,FBXO15,-0.5097693,0.754103550115658,1,0,black,NS,
36215,GIN1,-0.12374204,0.753760521102406,1,0,black,NS,
36216,KRI1,-0.10177994,0.753715063070902,1,0,black,NS,
36217,SNRPN,-0.09771381,0.753686135677068,1,0,black,NS,
36218,ENSG00000276529,-0.8128779,0.753591090960019,1,0,black,NS,
36219,SRGAP2-AS1,-0.5933966,0.75357456182507,1,0,black,NS,
36220,B3GNT9,-0.84742355,0.753343165796112,1,0,black,NS,
36221,ENSG00000286125,-0.5112552,0.753223344414818,1,0,black,NS,
36222,FAM76B,-0.07935943,0.752963063277679,1,0,black,NS,
36223,ADGRB3,-0.50139105,0.752727595012994,1,0,black,NS,
36224,ENSG00000228386,-1.5004864,0.752549976280679,1,0,black,NS,
36225,EFCAB7,-0.26337865,0.752512801924567,1,0,black,NS,
36226,USP38,-0.105566256,0.752492149752514,1,0,black,NS,
36227,LINC02202,-1.3461496,0.752203037952552,1,0,black,NS,
36228,ENSG00000290870,-0.23621738,0.752182388439446,1,0,black,NS,
36229,GUCY2C-AS1,-0.5236027,0.752161739103713,1,0,black,NS,
36230,ENSG00000270259,-1.3968104,0.751864408344647,1,0,black,NS,
36231,SLC27A6,-0.6446797,0.751711627692658,1,0,black,NS,
36232,ENSG00000226310,-0.3852413,0.751434995602617,1,0,black,NS,
36233,CDNF,-0.3831439,0.751245087582502,1,0,black,NS,
36234,ENSG00000258944,-0.40616715,0.751104730467487,1,0,black,NS,
36235,ENSG00000272831,-0.3821814,0.751071706460564,1,0,black,NS,
36236,SPAG5-AS1,-0.27779895,0.750914848655466,1,0,black,NS,
36237,DNAAF11,-0.41240895,0.750708472490732,1,0,black,NS,
36238,SPATA22,-0.20223515,0.750634181436829,1,0,black,NS,
36239,TCF4-AS1,-1.04638,0.750597036776881,1,0,black,NS,
36240,LORICRIN,-0.40718448,0.75031228026258,1,0,black,NS,
36241,IFITM3P6,-0.22951898,0.750279267214432,1,0,black,NS,
36242,PNISR-AS1,-0.14543799,0.750143093225439,1,0,black,NS,
36243,HLA-DPB2,-1.4137815,0.750134840506592,1,0,black,NS,
36244,LINC02275,-1.4643133,0.750101829917192,1,0,black,NS,
36245,LINC01340,-1.8513035,0.74989552410363,1,0,black,NS,
36246,RFX5-AS1,-1.7906117,0.749879020411191,1,0,black,NS,
36247,TCTN1,-0.33239555,0.749668608371632,1,0,black,NS,
36248,OVGP1,-0.6639188,0.749437589158167,1,0,black,NS,
36249,SAMD4A-AS1,-0.91054904,0.749268464343607,1,0,black,NS,
36250,ENSG00000289997,-0.5722453,0.749231340997858,1,0,black,NS,
36251,LSM5,-0.1168413,0.749070479881665,1,0,black,NS,
36252,FAM216A,-0.31844705,0.74900861312822,1,0,black,NS,
36253,IQGAP2,0.0029280789,0.748901381249073,1,0,black,NS,
36254,RREB1,0.004567954,0.748851891249976,1,0,black,NS,
36255,CORO2B,-0.15921472,0.748719922976782,1,0,black,NS,
36256,LPCAT4,-0.13907224,0.748596209404552,1,0,black,NS,
36257,TRDMT1,-0.10170352,0.748431268041896,1,0,black,NS,
36258,ZNF474,-1.1209664,0.748381787877533,1,0,black,NS,
36259,LINC01117,-0.052387226,0.748200369475151,1,0,black,NS,
36260,TSSK3,-0.22072259,0.748196246491626,1,0,black,NS,
36261,BAAT,-1.5338094,0.74792002300473,1,0,black,NS,
36262,GTF2IP1,-1.1494875,0.74768505237675,1,0,black,NS,
36263,MRPS30,-0.13774176,0.747660319989631,1,0,black,NS,
36264,FLJ40194,-0.4133647,0.74746659194557,1,0,black,NS,
36265,RIC8B,-0.075243905,0.747445983517623,1,0,black,NS,
36266,ENSG00000273064,-0.58114576,0.747285243976213,1,0,black,NS,
36267,SLC12A2-DT,-0.107881576,0.747198696466875,1,0,black,NS,
36268,SIAH3,-0.44478884,0.747178090386778,1,0,black,NS,
36269,ZFP30,-0.11942792,0.747033852886448,1,0,black,NS,
36270,SCLY,-0.096001044,0.746873141536069,1,0,black,NS,
36271,C5orf34,-0.17365877,0.746815452966329,1,0,black,NS,
36272,NUDT13,-0.3960289,0.746737163605011,1,0,black,NS,
36273,CA12,-0.84116995,0.746444631760041,1,0,black,NS,
36274,MGST1,-0.13636923,0.746292200065193,1,0,black,NS,
36275,EFHC2,-0.6556563,0.746164494666379,1,0,black,NS,
36276,ENSG00000248318,-0.8375728,0.746090346343667,1,0,black,NS,
36277,ENSG00000287637,-1.1383284,0.746045034637209,1,0,black,NS,
36278,OXR1-AS1,-0.43805477,0.745834964566307,1,0,black,NS,
36279,RAI14,-0.7269654,0.745802014112158,1,0,black,NS,
36280,EHD2,-1.547114,0.745699046939786,1,0,black,NS,
36281,WNT4,-1.309546,0.745460180594875,1,0,black,NS,
36282,ZNF702P,-0.35736716,0.745291341559663,1,0,black,NS,
36283,NR5A2,-2.2365582,0.745221338718042,1,0,black,NS,
36284,WDR81,-0.09291475,0.745114279618113,1,0,black,NS,
36285,CATSPERB,-0.056470674,0.745073104351992,1,0,black,NS,
36286,DESI2,-0.07504103,0.744871356078716,1,0,black,NS,
36287,GSDME,-0.28958896,0.744714910282348,1,0,black,NS,
36288,ENSG00000287202,-0.46546596,0.744624341213393,1,0,black,NS,
36289,MYADM-AS1,-0.46481156,0.744546125313629,1,0,black,NS,
36290,ENSG00000223732,-0.29056254,0.744517309593556,1,0,black,NS,
36291,ENSG00000259118,-0.51805353,0.744179780657594,1,0,black,NS,
36292,LINC00469,-1.1123017,0.744056306734759,1,0,black,NS,
36293,CRLF1,-0.26718488,0.743949301323689,1,0,black,NS,
36294,KIF13A,-0.09814929,0.743936954863589,1,0,black,NS,
36295,ENHO,-1.2255262,0.743735305335215,1,0,black,NS,
36296,LINC00941,-0.8098728,0.743587165858878,1,0,black,NS,
36297,CHODL-AS1,-1.6103171,0.743373203371773,1,0,black,NS,
36298,ENSG00000276900,-0.6113182,0.743336173414156,1,0,black,NS,
36299,LINC02257,-2.4990165,0.742928883082357,1,0,black,NS,
36300,OR5AU1,-2.8114736,0.742838383886169,1,0,black,NS,
36301,ZNF697,-0.39960232,0.742468196922129,1,0,black,NS,
36302,LINC00539,-0.5073563,0.742106293920244,1,0,black,NS,
36303,EFHD1,-0.8187005,0.741978818938495,1,0,black,NS,
36304,AR,-0.37974024,0.741810233866965,1,0,black,NS,
36305,MIR3171HG,-0.99671143,0.741571768829225,1,0,black,NS,
36306,ABCA10,-0.100076385,0.741547101448103,1,0,black,NS,
36307,CADPS,-0.5145701,0.741119575724974,1,0,black,NS,
36308,NECTIN4,-1.7032968,0.741000376064345,1,0,black,NS,
36309,DCP1A,-0.030812748,0.740934613395061,1,0,black,NS,
36310,THRA,-0.15187582,0.740885292635112,1,0,black,NS,
36311,DNAH7,-0.3888317,0.740782544472007,1,0,black,NS,
36312,ENSG00000232043,-1.2251421,0.740761995394113,1,0,black,NS,
36313,ENSG00000267740,-1.5069687,0.740614047493566,1,0,black,NS,
36314,APOA1-AS,-1.2077904,0.740548295949839,1,0,black,NS,
36315,ENSG00000282804,-0.12756276,0.740531858360021,1,0,black,NS,
36316,CALR4P,-3.403023,0.740523639609534,1,0,black,NS,
36317,GUSBP13,-0.45958138,0.740396252764621,1,0,black,NS,
36318,LINC02109,-0.92308354,0.74007987108523,1,0,black,NS,
36319,STXBP3,-0.043695897,0.739825154152066,1,0,black,NS,
36320,ENSG00000228484,-0.92955357,0.739771749380374,1,0,black,NS,
36321,ENSG00000275431,-1.0078272,0.739755317395327,1,0,black,NS,
36322,ENSG00000288271,-0.24752031,0.739599219462831,1,0,black,NS,
36323,NGFR,-0.37113512,0.739517066964275,1,0,black,NS,
36324,SPTBN1-AS2,-0.789307,0.739484206797013,1,0,black,NS,
36325,ENSG00000229047,-1.2036395,0.739139203765884,1,0,black,NS,
36326,ENSG00000231424,-0.5207989,0.739130990047619,1,0,black,NS,
36327,ENSG00000273183,-1.2328656,0.739114562700376,1,0,black,NS,
36328,ENSG00000272599,-0.6144759,0.739081708363067,1,0,black,NS,
36329,SLC2A12,-1.0493942,0.739081708363067,1,0,black,NS,
36330,ENSG00000237531,-0.749514,0.738925656766008,1,0,black,NS,
36331,ENSG00000286062,-1.228524,0.738925656766008,1,0,black,NS,
36332,ENSG00000267282,-0.12968755,0.738880485941715,1,0,black,NS,
36333,NT5E,-0.3854263,0.738810678258473,1,0,black,NS,
36334,ENSG00000286565,-1.7795701,0.738769615920973,1,0,black,NS,
36335,LINC02250,-1.5726943,0.738556103777985,1,0,black,NS,
36336,ENSG00000284669,-0.63475525,0.738350822652403,1,0,black,NS,
36337,UST-AS2,-1.3802066,0.738244083837835,1,0,black,NS,
36338,ENSG00000289589,-1.6194414,0.738153770320233,1,0,black,NS,
36339,IDI2-AS1,-0.31149927,0.737808970139296,1,0,black,NS,
36340,FOXP1-AS1,-0.45367175,0.737443703688558,1,0,black,NS,
36341,GPLD1,-0.74226767,0.737267247876965,1,0,black,NS,
36342,ENSG00000241577,-1.1761725,0.736787194052038,1,0,black,NS,
36343,RAB11FIP2,-0.118503004,0.736602585301654,1,0,black,NS,
36344,EDNRB-AS1,-0.55282557,0.736069356561333,1,0,black,NS,
36345,ZNF484,-0.081330575,0.735975029318424,1,0,black,NS,
36346,PRC1,-0.38229522,0.735901210774001,1,0,black,NS,
36347,KLRF1,-0.09145755,0.735646965565824,1,0,black,NS,
36348,USP4,-0.018914651,0.735597760159324,1,0,black,NS,
36349,RPS21,-0.049355306,0.735343549511517,1,0,black,NS,
36350,ZNF672,-0.16097905,0.735093467321948,1,0,black,NS,
36351,LMOD3,-1.5863953,0.734617978685009,1,0,black,NS,
36352,RSL1D1-DT,-0.082562186,0.734433549259837,1,0,black,NS,
36353,ENSG00000235852,-0.78090394,0.734347487435967,1,0,black,NS,
36354,MYH14,-1.472621,0.734257331008833,1,0,black,NS,
36355,ENSG00000289421,-0.29361328,0.734077029145239,1,0,black,NS,
36356,ENSG00000289365,-2.6539996,0.734052443663263,1,0,black,NS,
36357,WNT7A,-0.21572793,0.734031955969898,1,0,black,NS,
36358,TNNT1,-2.7435007,0.7339377150196,1,0,black,NS,
36359,ENSG00000290119,-2.0906136,0.733880352925235,1,0,black,NS,
36360,ENSG00000286656,-0.34617576,0.73352801837241,1,0,black,NS,
36361,CRYBB2P1-1,-0.08365086,0.733335487153197,1,0,black,NS,
36362,ID3,-0.246958,0.733212603654459,1,0,black,NS,
36363,ENSG00000290109,-0.5431803,0.733151164468523,1,0,black,NS,
36364,EPB41L2,-0.042988688,0.732962761625837,1,0,black,NS,
36365,ENSG00000227388,-0.13627212,0.732749803870861,1,0,black,NS,
36366,OR56B2P,-1.235108,0.732729328247553,1,0,black,NS,
36367,ENSG00000225311,-0.96512985,0.732651522613842,1,0,black,NS,
36368,FABP12,-1.3927846,0.732557340522691,1,0,black,NS,
36369,ENSG00000289005,-0.19850288,0.732512298337437,1,0,black,NS,
36370,C5,-0.19524944,0.732418122200138,1,0,black,NS,
36371,ANAPC4,-0.05262009,0.732274818418213,1,0,black,NS,
36372,S100A12,-1.6466993,0.732262535671204,1,0,black,NS,
36373,RAD9B,-0.23871669,0.732192934733762,1,0,black,NS,
36374,ENSG00000254732,-0.2851178,0.732184746532999,1,0,black,NS,
36375,DICER1-AS1,-0.45377612,0.732164276164492,1,0,black,NS,
36376,RNPC3-DT,-0.34836105,0.731963676640835,1,0,black,NS,
36377,ENSG00000232377,-1.2623303,0.731808122272645,1,0,black,NS,
36378,EXOG,-0.07273393,0.731689417143272,1,0,black,NS,
36379,HACD1,-0.48953873,0.731407006622133,1,0,black,NS,
36380,GSEC,-0.46278292,0.731128724608436,1,0,black,NS,
36381,OPA1,-0.024740146,0.731010056272629,1,0,black,NS,
36382,ARHGEF34P,-0.9043487,0.730531356312705,1,0,black,NS,
36383,ENSG00000257511,-0.62189984,0.730457719474866,1,0,black,NS,
36384,TRBV6-2,-1.0678954,0.730449537757341,1,0,black,NS,
36385,HMGB1P10,-1.2737466,0.730416811193972,1,0,black,NS,
36386,ENSG00000284418,-1.1733625,0.729950511021935,1,0,black,NS,
36387,LRRC25,-0.56398666,0.729917791949378,1,0,black,NS,
36388,ENSG00000275944,-1.7828853,0.729770562207765,1,0,black,NS,
36389,ELF3-AS1,-1.9252713,0.729664235811056,1,0,black,NS,
36390,MSRA,-0.13687645,0.72955791461181,1,0,black,NS,
36391,ENSG00000285648,-2.4282758,0.729549736273355,1,0,black,NS,
36392,NEFL,-0.9211432,0.729435242765822,1,0,black,NS,
36393,ZCCHC10,-0.11925206,0.729406620331426,1,0,black,NS,
36394,MTCO3P12,-1.20574,0.729394353689255,1,0,black,NS,
36395,ENSG00000234742,-21.441341,0.729288045691984,1,0,black,NS,
36396,C21orf58,-0.45163435,0.729116328382768,1,0,black,NS,
36397,COL28A1,-0.62920946,0.729014122149328,1,0,black,NS,
36398,ENSG00000262633,-0.30443114,0.728960976811091,1,0,black,NS,
36399,ITGB5,-0.61631733,0.72885469004224,1,0,black,NS,
36400,ENSG00000289228,-0.46388087,0.728821987469481,1,0,black,NS,
36401,WDR88,-0.88000315,0.728691182113707,1,0,black,NS,
36402,SYN2,-0.76560664,0.72836011636755,1,0,black,NS,
36403,ENSG00000285635,-0.24006322,0.728278379536435,1,0,black,NS,
36404,FANCD2OS,-1.3896606,0.728274292775981,1,0,black,NS,
36405,PEBP1P3,-1.0955648,0.728253859089585,1,0,black,NS,
36406,ENSG00000289526,-0.48030293,0.727935118596944,1,0,black,NS,
36407,PSMA3,-0.026731635,0.727763508586327,1,0,black,NS,
36408,FKBP14,-0.12832002,0.727645023925797,1,0,black,NS,
36409,GTF2IP23,-1.6306647,0.72736313832485,1,0,black,NS,
36410,ADAMTS6,-0.17103207,0.727318203449061,1,0,black,NS,
36411,CBX3P4,-2.7984295,0.727305948645673,1,0,black,NS,
36412,TOMM20L-DT,-0.7562388,0.726983263933926,1,0,black,NS,
36413,ENSG00000258732,-0.894205,0.726664711342871,1,0,black,NS,
36414,ENSG00000232682,-1.0080553,0.726166557190107,1,0,black,NS,
36415,FAM21EP-1,-1.1426129,0.72596242909324,1,0,black,NS,
36416,PLEKHA6,-0.32003868,0.725909358975419,1,0,black,NS,
36417,ENSG00000232176,-1.3397347,0.725750156518129,1,0,black,NS,
36418,ENSG00000258455,-1.5011907,0.7256521916643,1,0,black,NS,
36419,DTX1,-0.49231738,0.725578720969568,1,0,black,NS,
36420,ENSG00000259529,-0.34347755,0.725570557714928,1,0,black,NS,
36421,WAPL-DT,-1.324176,0.725431787157286,1,0,black,NS,
36422,ENSG00000227803,-0.27522042,0.725423624464018,1,0,black,NS,
36423,ENSG00000253720,-0.062910035,0.725407299171067,1,0,black,NS,
36424,BUB1B,-0.5599567,0.725264458181495,1,0,black,NS,
36425,FAM85B,-0.321917,0.725105303767294,1,0,black,NS,
36426,TAGAP-AS1,-0.14235368,0.725064496855629,1,0,black,NS,
36427,SH2D1A,-0.19023193,0.724970643922172,1,0,black,NS,
36428,LINGO3,-0.8605623,0.724966563453565,1,0,black,NS,
36429,ENSG00000267732,-3.9867759,0.724942080805955,1,0,black,NS,
36430,LIMD1-AS1,-0.33718878,0.724917598439553,1,0,black,NS,
36431,ENSG00000248664,-0.60172284,0.724844153027824,1,0,black,NS,
36432,VAMP8,-0.14820974,0.72471766964261,1,0,black,NS,
36433,COX14,-0.18324094,0.724668710348858,1,0,black,NS,
36434,CDH4,-0.218101,0.724403533744652,1,0,black,NS,
36435,PELO-AS1,-0.46057567,0.724142469083199,1,0,black,NS,
36436,C1orf147,-0.7152815,0.724003791528262,1,0,black,NS,
36437,LINC00526,-1.180279,0.723905906942856,1,0,black,NS,
36438,SLC7A9,-0.49450535,0.723689761146005,1,0,black,NS,
36439,AADACL2-AS1,-0.875318,0.723604124565533,1,0,black,NS,
36440,ENSG00000289694,-0.2593134,0.72357557980757,1,0,black,NS,
36441,BAALC-AS2,-1.5403788,0.723477714985196,1,0,black,NS,
36442,ENGASE,-0.23663437,0.723400241873844,1,0,black,NS,
36443,RBFOX1,-0.15880738,0.723375777269598,1,0,black,NS,
36444,GTF2IRD2,-0.17005414,0.72336762246433,1,0,black,NS,
36445,CCNO-DT,-0.25585783,0.722931386193783,1,0,black,NS,
36446,ENSG00000275236,-2.2155435,0.722927309643716,1,0,black,NS,
36447,DHX57,-0.20561276,0.722483012851029,1,0,black,NS,
36448,NTN4,-0.37538603,0.722340368581804,1,0,black,NS,
36449,TAS2R4,-0.037640546,0.722214034574561,1,0,black,NS,
36450,ZIK1,-0.3490461,0.722075483405361,1,0,black,NS,
36451,ANKRD26,-0.08291151,0.72198583750607,1,0,black,NS,
36452,TLK1,-0.0010278482,0.721977688068154,1,0,black,NS,
36453,KLF2,-0.093480624,0.721973613361028,1,0,black,NS,
36454,ZHX1-C8orf76,-0.37179065,0.721892120875173,1,0,black,NS,
36455,GNGT1,-1.2381145,0.721778036697454,1,0,black,NS,
36456,ENSG00000283633,-0.8123547,0.721655810517092,1,0,black,NS,
36457,PBLD,-0.24683693,0.721513222289043,1,0,black,NS,
36458,ENSG00000289412,-0.9713049,0.721509148481851,1,0,black,NS,
36459,ZNF669,-0.22269037,0.721509148481851,1,0,black,NS,
36460,ENSG00000233891,-1.0488932,0.721452116010726,1,0,black,NS,
36461,PAAF1,-0.12400341,0.721448042322048,1,0,black,NS,
36462,LINC02848,-0.56956846,0.720784136758699,1,0,black,NS,
36463,FAM221A,-0.34973565,0.720458370481168,1,0,black,NS,
36464,OSER1-DT,-0.27300474,0.720311792205353,1,0,black,NS,
36465,ENSG00000259124,-1.0008034,0.719770356080716,1,0,black,NS,
36466,ENSG00000231104,-1.2840278,0.7194121898726,1,0,black,NS,
36467,LRRN3,-0.2181065,0.718728589130777,1,0,black,NS,
36468,LUCAT1,-0.35044825,0.718700110645906,1,0,black,NS,
36469,ENSG00000277369,-0.6545572,0.718529247941821,1,0,black,NS,
36470,PHKG2,-0.27944118,0.718411279524747,1,0,black,NS,
36471,TATDN2P2,-0.22488584,0.718211968829998,1,0,black,NS,
36472,ARHGAP11B-DT,-0.7363713,0.71792320572131,1,0,black,NS,
36473,ENSG00000225885,-0.48294738,0.717719875595069,1,0,black,NS,
36474,HERC2P9,-0.25107282,0.717614151830538,1,0,black,NS,
36475,PNRC2,-0.054691583,0.717610085639899,1,0,black,NS,
36476,TFAP4,-0.27448288,0.717573490284195,1,0,black,NS,
36477,RPL21P28,-0.64729697,0.717569424173568,1,0,black,NS,
36478,ZDHHC12-DT,-0.8110865,0.717423049521005,1,0,black,NS,
36479,UBOX5-AS1,-0.4592425,0.717398654754146,1,0,black,NS,
36480,PPIG,-0.019643659,0.717378326001932,1,0,black,NS,
36481,RHOC,-0.12925006,0.717345800414744,1,0,black,NS,
36482,SCOC-AS1,-0.31400254,0.717138461846022,1,0,black,NS,
36483,LINC02935,-1.036166,0.717008377698019,1,0,black,NS,
36484,PLEKHM1P1,-0.12586336,0.71684171938013,1,0,black,NS,
36485,ENSG00000288826,-1.6893042,0.716764492047967,1,0,black,NS,
36486,SAMSN1-AS1,-1.4314916,0.716479995293475,1,0,black,NS,
36487,ENSG00000291111,-2.2360318,0.71639871773173,1,0,black,NS,
36488,APOO,-0.13172556,0.716191474492967,1,0,black,NS,
36489,ZNF639,-0.14586225,0.716028945403318,1,0,black,NS,
36490,FAM153CP,-0.58060116,0.715687676202568,1,0,black,NS,
36491,VNN2,-0.23728046,0.715634865805086,1,0,black,NS,
36492,ENSG00000285879,-0.98271674,0.715216493081883,1,0,black,NS,
36493,ENSG00000255886,-0.36943042,0.714993125194637,1,0,black,NS,
36494,MUSK,-0.79723877,0.714542402533991,1,0,black,NS,
36495,ENSG00000265287,-1.3387547,0.714453081930604,1,0,black,NS,
36496,RPL6P27,-2.0202773,0.714404363250105,1,0,black,NS,
36497,BRPF3-AS1,-0.35531154,0.714323168035945,1,0,black,NS,
36498,EID3,-0.36282632,0.714278512046623,1,0,black,NS,
