gene,logfoldchanges,pvals,pvals_adj,cell_cytokine,cell_type,cytokine
OLAH,-0.27240512,0.98815076489762,1,CD16_Mono_EPO,CD16_Mono,EPO
OLAH,-0.73776895,0.988414177817835,1,CD16_Mono_FasL,CD16_Mono,FasL
OLAH,-18.378975,0.963199913330525,1,CD16_Mono_FGF-beta,CD16_Mono,FGF-beta
OLAH,0.58054614,0.989425550996119,1,CD16_Mono_FLT3L,CD16_Mono,FLT3L
OLAH,-0.5751438,0.980908443156217,1,CD16_Mono_G-CSF,CD16_Mono,G-CSF
OLAH,1.7134595,0.949179558096856,1,CD16_Mono_GDNF,CD16_Mono,GDNF
OLAH,-18.378975,0.964496212876634,1,CD16_Mono_GITRL,CD16_Mono,GITRL
OLAH,0.41502944,0.980387015110771,1,CD16_Mono_GM-CSF,CD16_Mono,GM-CSF
OLAH,-0.5072575,0.989957534064247,1,CD16_Mono_HGF,CD16_Mono,HGF
OLAH,-0.22196889,0.984128291348793,1,CD16_Mono_IFN-alpha1,CD16_Mono,IFN-alpha1
OLAH,1.4363449,0.969013787300908,1,CD16_Mono_IFN-beta,CD16_Mono,IFN-beta
OLAH,-18.378975,0.961036797329323,1,CD16_Mono_IFN-epsilon,CD16_Mono,IFN-epsilon
OLAH,-1.1452947,0.988456963229709,1,CD16_Mono_IFN-gamma,CD16_Mono,IFN-gamma
OLAH,-0.49195045,0.987912604555242,1,CD16_Mono_IFN-lambda1,CD16_Mono,IFN-lambda1
OLAH,0.47579637,0.986094998664262,1,CD16_Mono_IFN-lambda2,CD16_Mono,IFN-lambda2
OLAH,-18.378975,0.963533873644539,1,CD16_Mono_IFN-lambda3,CD16_Mono,IFN-lambda3
OLAH,-18.378975,0.970126946187303,1,CD16_Mono_IFN-omega,CD16_Mono,IFN-omega
OLAH,-18.378975,0.961698004067218,1,CD16_Mono_IGF-1,CD16_Mono,IGF-1
OLAH,1.6903042,0.941355517508633,1,CD16_Mono_IL-1-alpha,CD16_Mono,IL-1-alpha
OLAH,1.0174801,0.991094939816951,1,CD16_Mono_IL-1-beta,CD16_Mono,IL-1-beta
OLAH,-18.378975,0.964825870340429,1,CD16_Mono_IL-10,CD16_Mono,IL-10
OLAH,2.6784046,0.924485840904019,1,CD16_Mono_IL-11,CD16_Mono,IL-11
OLAH,-0.7220969,0.980016943174405,1,CD16_Mono_IL-12,CD16_Mono,IL-12
OLAH,-1.8912622,0.991417135044662,1,CD16_Mono_IL-13,CD16_Mono,IL-13
OLAH,-18.378975,0.960567067852477,1,CD16_Mono_IL-15,CD16_Mono,IL-15
OLAH,0.8017439,0.994667754488112,1,CD16_Mono_IL-16,CD16_Mono,IL-16
OLAH,1.2733624,0.98265961545139,1,CD16_Mono_IL-17A,CD16_Mono,IL-17A
OLAH,0.81566846,0.992871152086451,1,CD16_Mono_IL-17B,CD16_Mono,IL-17B
OLAH,0.9529342,0.981798087613525,1,CD16_Mono_IL-17C,CD16_Mono,IL-17C
OLAH,1.3823272,0.985368066675148,1,CD16_Mono_IL-17D,CD16_Mono,IL-17D
OLAH,0.943875,0.983060490942267,1,CD16_Mono_IL-17E,CD16_Mono,IL-17E
OLAH,0.13337839,0.987864916062741,1,CD16_Mono_IL-17F,CD16_Mono,IL-17F
OLAH,0.3802276,0.984299557144262,1,CD16_Mono_IL-18,CD16_Mono,IL-18
OLAH,1.4403762,0.981620042299915,1,CD16_Mono_IL-19,CD16_Mono,IL-19
OLAH,-18.378975,0.960951305242227,1,CD16_Mono_IL-1Ra,CD16_Mono,IL-1Ra
OLAH,-0.20975508,0.99196182102778,1,CD16_Mono_IL-2,CD16_Mono,IL-2
OLAH,-0.7368196,0.986496773360958,1,CD16_Mono_IL-20,CD16_Mono,IL-20
OLAH,-0.33828986,0.984802472720667,1,CD16_Mono_IL-21,CD16_Mono,IL-21
OLAH,-18.378975,0.96083996347822,1,CD16_Mono_IL-22,CD16_Mono,IL-22
OLAH,1.2822708,0.971371168308501,1,CD16_Mono_IL-23,CD16_Mono,IL-23
OLAH,1.426923,0.981083141880564,1,CD16_Mono_IL-24,CD16_Mono,IL-24
OLAH,0.946213,0.980888923876254,1,CD16_Mono_IL-26,CD16_Mono,IL-26
OLAH,0.094745174,0.985353670791061,1,CD16_Mono_IL-27,CD16_Mono,IL-27
OLAH,1.8211077,0.978547477839136,1,CD16_Mono_IL-3,CD16_Mono,IL-3
OLAH,1.8130276,0.937610618099043,1,CD16_Mono_IL-31,CD16_Mono,IL-31
OLAH,0.9610587,0.974301883883098,1,CD16_Mono_IL-32-beta,CD16_Mono,IL-32-beta
OLAH,1.6336358,0.973736845831643,1,CD16_Mono_IL-33,CD16_Mono,IL-33
OLAH,-18.378975,0.961010459755572,1,CD16_Mono_IL-34,CD16_Mono,IL-34
OLAH,0.8262821,0.981759398919287,1,CD16_Mono_IL-35,CD16_Mono,IL-35
OLAH,1.6267246,0.938647085571134,1,CD16_Mono_IL-36-alpha,CD16_Mono,IL-36-alpha
OLAH,1.5830452,0.972118292898462,1,CD16_Mono_IL-36Ra,CD16_Mono,IL-36Ra
OLAH,-18.378975,0.972408769589833,1,CD16_Mono_IL-4,CD16_Mono,IL-4
OLAH,-18.378975,0.961448755790276,1,CD16_Mono_IL-5,CD16_Mono,IL-5
OLAH,-18.378975,0.963077666322894,1,CD16_Mono_IL-6,CD16_Mono,IL-6
OLAH,0.60789895,0.996023274786133,1,CD16_Mono_IL-7,CD16_Mono,IL-7
OLAH,0.45459998,0.991667962657967,1,CD16_Mono_IL-8,CD16_Mono,IL-8
OLAH,0.8159893,0.976186005791183,1,CD16_Mono_IL-9,CD16_Mono,IL-9
OLAH,0.93982255,0.988469130783659,1,CD16_Mono_Leptin,CD16_Mono,Leptin
OLAH,0.8648229,0.990370340317603,1,CD16_Mono_LIF,CD16_Mono,LIF
OLAH,-0.0298731,0.989729269681033,1,CD16_Mono_LIGHT,CD16_Mono,LIGHT
OLAH,-0.33275953,0.988841135309912,1,CD16_Mono_LT-alpha1-beta2,CD16_Mono,LT-alpha1-beta2
OLAH,1.7415657,0.993221877240702,1,CD16_Mono_LT-alpha2-beta1,CD16_Mono,LT-alpha2-beta1
OLAH,1.6710231,0.990080693404758,1,CD16_Mono_M-CSF,CD16_Mono,M-CSF
OLAH,-18.378975,0.960964438148269,1,CD16_Mono_Noggin,CD16_Mono,Noggin
OLAH,0.41482985,0.966848536859225,1,CD16_Mono_OSM,CD16_Mono,OSM
OLAH,-0.3907746,0.988904223131598,1,CD16_Mono_OX40L,CD16_Mono,OX40L
OLAH,1.1344275,0.981266844246356,1,CD16_Mono_PRL,CD16_Mono,PRL
OLAH,0.029983621,0.989744862264646,1,CD16_Mono_PSPN,CD16_Mono,PSPN
OLAH,1.8374847,0.985137655688498,1,CD16_Mono_RANKL,CD16_Mono,RANKL
OLAH,0.991693,0.989060676782685,1,CD16_Mono_SCF,CD16_Mono,SCF
OLAH,-1.3934199,0.991373838629724,1,CD16_Mono_TGF-beta1,CD16_Mono,TGF-beta1
OLAH,0.7779583,0.990149775047405,1,CD16_Mono_TL1A,CD16_Mono,TL1A
OLAH,-0.6225714,0.99079066764778,1,CD16_Mono_TNF-alpha,CD16_Mono,TNF-alpha
OLAH,1.651993,0.983451791511551,1,CD16_Mono_TPO,CD16_Mono,TPO
OLAH,0.9570166,0.98669800565997,1,CD16_Mono_TRAIL,CD16_Mono,TRAIL
OLAH,1.8697841,0.934763095636208,1,CD16_Mono_TSLP,CD16_Mono,TSLP
OLAH,-0.38684246,0.987660165454401,1,CD16_Mono_TWEAK,CD16_Mono,TWEAK
OLAH,0.43099958,0.991248770144154,1,CD16_Mono_VEGF,CD16_Mono,VEGF
OLAH,0.70916915,0.982741717185689,1,CD4_Memory_4-1BBL,CD4_Memory,4-1BBL
OLAH,0.8666748,0.961002233166004,1,CD4_Memory_ADSF,CD4_Memory,ADSF
OLAH,0.37890962,0.995281467393247,1,CD4_Memory_APRIL,CD4_Memory,APRIL
OLAH,0.5520214,0.978505249886828,1,CD4_Memory_BAFF,CD4_Memory,BAFF
OLAH,0.2913142,0.993216666545286,1,CD4_Memory_C3a,CD4_Memory,C3a
OLAH,0.58942103,0.9878568703029,1,CD4_Memory_C5a,CD4_Memory,C5a
OLAH,-0.46464598,0.985550763972696,1,CD4_Memory_CD27L,CD4_Memory,CD27L
OLAH,0.69647175,0.972518635071877,1,CD4_Memory_CD30L,CD4_Memory,CD30L
OLAH,-0.07348144,0.992317971269734,1,CD4_Memory_CD40L,CD4_Memory,CD40L
OLAH,0.5003028,0.967647267685911,1,CD4_Memory_CT-1,CD4_Memory,CT-1
OLAH,-0.48470217,0.991580678208497,1,CD4_Memory_Decorin,CD4_Memory,Decorin
OLAH,1.1412203,0.93306393481032,1,CD4_Memory_EGF,CD4_Memory,EGF
OLAH,1.2138941,0.949276427943165,1,CD4_Memory_EPO,CD4_Memory,EPO
OLAH,1.0768063,0.941852781252795,1,CD4_Memory_FasL,CD4_Memory,FasL
OLAH,-0.22486743,0.99672930323563,1,CD4_Memory_FGF-beta,CD4_Memory,FGF-beta
OLAH,-0.33852962,0.995769335669525,1,CD4_Memory_FLT3L,CD4_Memory,FLT3L
OLAH,1.0831072,0.943874645345943,1,CD4_Memory_G-CSF,CD4_Memory,G-CSF
OLAH,-1.313692,0.978495983930855,1,CD4_Memory_GDNF,CD4_Memory,GDNF
OLAH,-0.18391994,0.993759338154075,1,CD4_Memory_GITRL,CD4_Memory,GITRL
OLAH,0.5432843,0.976052048338187,1,CD4_Memory_GM-CSF,CD4_Memory,GM-CSF
OLAH,0.041996833,0.996255244547373,1,CD4_Memory_HGF,CD4_Memory,HGF
OLAH,0.3984136,0.966755197662987,1,CD4_Memory_IFN-alpha1,CD4_Memory,IFN-alpha1
OLAH,0.3770922,0.991986196937763,1,CD4_Memory_IFN-beta,CD4_Memory,IFN-beta
OLAH,-0.875268,0.9883405738873,1,CD4_Memory_IFN-epsilon,CD4_Memory,IFN-epsilon
OLAH,-0.90480894,0.982530386136367,1,CD4_Memory_IFN-gamma,CD4_Memory,IFN-gamma
OLAH,-0.7597348,0.993024088221716,1,CD4_Memory_IFN-lambda1,CD4_Memory,IFN-lambda1
OLAH,0.20916891,0.998842269001684,1,CD4_Memory_IFN-lambda2,CD4_Memory,IFN-lambda2
OLAH,-0.7422398,0.984093688568188,1,CD4_Memory_IFN-lambda3,CD4_Memory,IFN-lambda3
OLAH,0.6494706,0.976188772856037,1,CD4_Memory_IFN-omega,CD4_Memory,IFN-omega
OLAH,1.3005632,0.961864671994568,1,CD4_Memory_IGF-1,CD4_Memory,IGF-1
OLAH,0.12036104,0.995491159915874,1,CD4_Memory_IL-1-alpha,CD4_Memory,IL-1-alpha
OLAH,0.5406797,0.994844091500289,1,CD4_Memory_IL-1-beta,CD4_Memory,IL-1-beta
OLAH,1.0464013,0.959448798189406,1,CD4_Memory_IL-10,CD4_Memory,IL-10
OLAH,-0.05086928,0.987404052323143,1,CD4_Memory_IL-11,CD4_Memory,IL-11
OLAH,0.13110565,0.988279054716132,1,CD4_Memory_IL-12,CD4_Memory,IL-12
OLAH,1.0517241,0.960186171104384,1,CD4_Memory_IL-13,CD4_Memory,IL-13
OLAH,1.1877581,0.945529152884184,1,CD4_Memory_IL-15,CD4_Memory,IL-15
OLAH,1.1168818,0.954135965108606,1,CD4_Memory_IL-16,CD4_Memory,IL-16
OLAH,0.8801416,0.976928783107542,1,CD4_Memory_IL-17A,CD4_Memory,IL-17A
OLAH,0.4344369,0.98224450960885,1,CD4_Memory_IL-17B,CD4_Memory,IL-17B
OLAH,0.11252817,0.988132481163424,1,CD4_Memory_IL-17C,CD4_Memory,IL-17C
OLAH,1.3710268,0.952245988300856,1,CD4_Memory_IL-17D,CD4_Memory,IL-17D
OLAH,0.5751274,0.986524693374355,1,CD4_Memory_IL-17E,CD4_Memory,IL-17E
OLAH,-0.4175483,0.99511999799782,1,CD4_Memory_IL-17F,CD4_Memory,IL-17F
OLAH,-0.903127,0.978469725364119,1,CD4_Memory_IL-18,CD4_Memory,IL-18
OLAH,1.052145,0.943025158226303,1,CD4_Memory_IL-19,CD4_Memory,IL-19
OLAH,-1.5317769,0.970067742867194,1,CD4_Memory_IL-1Ra,CD4_Memory,IL-1Ra
OLAH,0.63582444,0.986343183184562,1,CD4_Memory_IL-2,CD4_Memory,IL-2
OLAH,0.5689031,0.977451062967109,1,CD4_Memory_IL-20,CD4_Memory,IL-20
OLAH,0.5652085,0.989695167503823,1,CD4_Memory_IL-21,CD4_Memory,IL-21
OLAH,-0.29022956,0.999309014214129,1,CD4_Memory_IL-22,CD4_Memory,IL-22
OLAH,-0.79971755,0.977647445409127,1,CD4_Memory_IL-23,CD4_Memory,IL-23
OLAH,0.507864,0.998717018278962,1,CD4_Memory_IL-24,CD4_Memory,IL-24
OLAH,0.022697015,0.983722816935859,1,CD4_Memory_IL-26,CD4_Memory,IL-26
OLAH,0.05021728,0.998515756351948,1,CD4_Memory_IL-27,CD4_Memory,IL-27
OLAH,0.38176578,0.987106940681826,1,CD4_Memory_IL-3,CD4_Memory,IL-3
OLAH,-0.07602887,0.999318456332585,1,CD4_Memory_IL-31,CD4_Memory,IL-31
OLAH,-0.53429323,0.998191023005639,1,CD4_Memory_IL-32-beta,CD4_Memory,IL-32-beta
OLAH,-0.94799757,0.978317414562782,1,CD4_Memory_IL-33,CD4_Memory,IL-33
OLAH,-0.48093748,0.987089942322735,1,CD4_Memory_IL-34,CD4_Memory,IL-34
OLAH,0.45629448,0.98211691805009,1,CD4_Memory_IL-35,CD4_Memory,IL-35
OLAH,-0.56709635,0.995505539086996,1,CD4_Memory_IL-36-alpha,CD4_Memory,IL-36-alpha
OLAH,-0.4538007,0.983912316628681,1,CD4_Memory_IL-36Ra,CD4_Memory,IL-36Ra
OLAH,0.87809646,0.951551909766307,1,CD4_Memory_IL-4,CD4_Memory,IL-4
OLAH,0.15618174,0.99877707845459,1,CD4_Memory_IL-5,CD4_Memory,IL-5
OLAH,-0.11430058,0.996718726227402,1,CD4_Memory_IL-6,CD4_Memory,IL-6
OLAH,2.5545266,0.763905551338861,1,CD4_Memory_IL-7,CD4_Memory,IL-7
OLAH,0.6165777,0.98785597907047,1,CD4_Memory_IL-8,CD4_Memory,IL-8
OLAH,-0.92267746,0.978129601892364,1,CD4_Memory_IL-9,CD4_Memory,IL-9
OLAH,0.40547717,0.99852464390695,1,CD4_Memory_Leptin,CD4_Memory,Leptin
OLAH,1.403145,0.932917779758731,1,CD4_Memory_LIF,CD4_Memory,LIF
OLAH,0.3150661,0.987667176734503,1,CD4_Memory_LIGHT,CD4_Memory,LIGHT
OLAH,0.33656523,0.991756280233074,1,CD4_Memory_LT-alpha1-beta2,CD4_Memory,LT-alpha1-beta2
OLAH,-3.0450141,0.969400039990799,1,CD4_Memory_LT-alpha2-beta1,CD4_Memory,LT-alpha2-beta1
OLAH,-0.8538786,0.979765600294049,1,CD4_Memory_M-CSF,CD4_Memory,M-CSF
OLAH,-0.6591751,0.998896703946378,1,CD4_Memory_Noggin,CD4_Memory,Noggin
OLAH,0.017374435,0.993502907522125,1,CD4_Memory_OSM,CD4_Memory,OSM
OLAH,1.4392734,0.947723646837932,1,CD4_Memory_OX40L,CD4_Memory,OX40L
OLAH,0.046602163,0.999049656291821,1,CD4_Memory_PRL,CD4_Memory,PRL
OLAH,0.82198304,0.972096440170019,1,CD4_Memory_PSPN,CD4_Memory,PSPN
OLAH,-0.70726585,0.9817707801279,1,CD4_Memory_RANKL,CD4_Memory,RANKL
OLAH,0.41430315,0.982956289937834,1,CD4_Memory_SCF,CD4_Memory,SCF
OLAH,0.86686546,0.951343131359754,1,CD4_Memory_TGF-beta1,CD4_Memory,TGF-beta1
OLAH,0.7399884,0.981209712211114,1,CD4_Memory_TL1A,CD4_Memory,TL1A
OLAH,0.9988678,0.952527808470281,1,CD4_Memory_TNF-alpha,CD4_Memory,TNF-alpha
OLAH,-1.3917571,0.984257476632502,1,CD4_Memory_TPO,CD4_Memory,TPO
OLAH,0.50837517,0.972101258029304,1,CD4_Memory_TRAIL,CD4_Memory,TRAIL
OLAH,1.0864743,0.96055428450464,1,CD4_Memory_TSLP,CD4_Memory,TSLP
OLAH,0.30146557,0.993506965126823,1,CD4_Memory_TWEAK,CD4_Memory,TWEAK
OLAH,-0.19138198,0.998986648355717,1,CD4_Memory_VEGF,CD4_Memory,VEGF
OLAH,0.950905,0.956422229128462,1,CD4_Naive_4-1BBL,CD4_Naive,4-1BBL
OLAH,1.1402314,0.9459514867817,1,CD4_Naive_ADSF,CD4_Naive,ADSF
OLAH,-0.5135161,0.988687013203313,1,CD4_Naive_APRIL,CD4_Naive,APRIL
OLAH,0.71286124,0.982078238256382,1,CD4_Naive_BAFF,CD4_Naive,BAFF
OLAH,-1.3661699,0.986598613953011,1,CD4_Naive_C3a,CD4_Naive,C3a
OLAH,1.3281249,0.931968162870154,1,CD4_Naive_C5a,CD4_Naive,C5a
OLAH,-0.031392477,0.995880762799377,1,CD4_Naive_CD27L,CD4_Naive,CD27L
OLAH,-2.0421267,0.97580678166645,1,CD4_Naive_CD30L,CD4_Naive,CD30L
OLAH,0.20686494,0.985881051885039,1,CD4_Naive_CD40L,CD4_Naive,CD40L
OLAH,-0.033193856,0.988807494636732,1,CD4_Naive_CT-1,CD4_Naive,CT-1
OLAH,-0.07524943,0.994795793488947,1,CD4_Naive_Decorin,CD4_Naive,Decorin
OLAH,-0.9580343,0.994370484681582,1,CD4_Naive_EGF,CD4_Naive,EGF
OLAH,0.25697905,0.970747970236429,1,CD4_Naive_EPO,CD4_Naive,EPO
OLAH,0.3869235,0.986191606900897,1,CD4_Naive_FasL,CD4_Naive,FasL
OLAH,0.15235068,0.988635240574247,1,CD4_Naive_FGF-beta,CD4_Naive,FGF-beta
OLAH,0.044861205,0.995504899473906,1,CD4_Naive_FLT3L,CD4_Naive,FLT3L
OLAH,0.08814034,0.976557867911024,1,CD4_Naive_G-CSF,CD4_Naive,G-CSF
OLAH,-0.5044822,0.983219418225115,1,CD4_Naive_GDNF,CD4_Naive,GDNF
OLAH,0.51740354,0.975956580466847,1,CD4_Naive_GITRL,CD4_Naive,GITRL
OLAH,0.9566451,0.946363790707089,1,CD4_Naive_GM-CSF,CD4_Naive,GM-CSF
OLAH,0.530339,0.976003462206297,1,CD4_Naive_HGF,CD4_Naive,HGF
OLAH,-0.44993252,0.991219863076985,1,CD4_Naive_IFN-alpha1,CD4_Naive,IFN-alpha1
OLAH,1.0554097,0.951961254154071,1,CD4_Naive_IFN-beta,CD4_Naive,IFN-beta
OLAH,0.21386142,0.977699217114245,1,CD4_Naive_IFN-epsilon,CD4_Naive,IFN-epsilon
OLAH,-0.18415195,0.999735025200572,1,CD4_Naive_IFN-gamma,CD4_Naive,IFN-gamma
OLAH,0.37963262,0.979133599259372,1,CD4_Naive_IFN-lambda1,CD4_Naive,IFN-lambda1
OLAH,0.5427001,0.980788478540063,1,CD4_Naive_IFN-lambda2,CD4_Naive,IFN-lambda2
OLAH,-18.22997,0.966182792179212,1,CD4_Naive_IFN-lambda3,CD4_Naive,IFN-lambda3
OLAH,-2.0392764,0.975883974268553,1,CD4_Naive_IFN-omega,CD4_Naive,IFN-omega
OLAH,0.28197247,0.996427680156266,1,CD4_Naive_IGF-1,CD4_Naive,IGF-1
OLAH,0.58299065,0.976239377757153,1,CD4_Naive_IL-1-alpha,CD4_Naive,IL-1-alpha
OLAH,-0.02315072,0.993683467232194,1,CD4_Naive_IL-1-beta,CD4_Naive,IL-1-beta
OLAH,-0.9452588,0.981523409094276,1,CD4_Naive_IL-10,CD4_Naive,IL-10
OLAH,-0.49227643,0.994136223987575,1,CD4_Naive_IL-11,CD4_Naive,IL-11
OLAH,0.14722213,0.99916646889561,1,CD4_Naive_IL-12,CD4_Naive,IL-12
OLAH,0.48560616,0.969931254492935,1,CD4_Naive_IL-13,CD4_Naive,IL-13
OLAH,1.0084339,0.934131535425771,1,CD4_Naive_IL-15,CD4_Naive,IL-15
OLAH,1.1304011,0.951154330814316,1,CD4_Naive_IL-16,CD4_Naive,IL-16
OLAH,-0.14192314,0.996527517702605,1,CD4_Naive_IL-17A,CD4_Naive,IL-17A
OLAH,1.2161932,0.940153427028372,1,CD4_Naive_IL-17B,CD4_Naive,IL-17B
OLAH,0.76438475,0.972451297816541,1,CD4_Naive_IL-17C,CD4_Naive,IL-17C
OLAH,-1.5274469,0.973141266511507,1,CD4_Naive_IL-17D,CD4_Naive,IL-17D
OLAH,-1.663505,0.97416520750239,1,CD4_Naive_IL-17E,CD4_Naive,IL-17E
OLAH,0.76424223,0.959295227795624,1,CD4_Naive_IL-17F,CD4_Naive,IL-17F
OLAH,-0.16841044,0.991040234087692,1,CD4_Naive_IL-18,CD4_Naive,IL-18
OLAH,-0.39827982,0.996897427930955,1,CD4_Naive_IL-19,CD4_Naive,IL-19
OLAH,-0.9506672,0.981585872186451,1,CD4_Naive_IL-1Ra,CD4_Naive,IL-1Ra
OLAH,0.59675163,0.978204432153987,1,CD4_Naive_IL-2,CD4_Naive,IL-2
OLAH,0.13461621,0.993608219652523,1,CD4_Naive_IL-20,CD4_Naive,IL-20
OLAH,0.22997548,0.98722211530752,1,CD4_Naive_IL-21,CD4_Naive,IL-21
OLAH,-1.4090898,0.979062844438931,1,CD4_Naive_IL-22,CD4_Naive,IL-22
OLAH,-0.9269291,0.983951836109886,1,CD4_Naive_IL-23,CD4_Naive,IL-23
OLAH,0.8607879,0.977653461814522,1,CD4_Naive_IL-24,CD4_Naive,IL-24
OLAH,0.32215828,0.989854313278203,1,CD4_Naive_IL-26,CD4_Naive,IL-26
OLAH,-0.47260284,0.995901360769838,1,CD4_Naive_IL-27,CD4_Naive,IL-27
OLAH,0.9479233,0.96771381671169,1,CD4_Naive_IL-3,CD4_Naive,IL-3
OLAH,1.3893914,0.942349838309339,1,CD4_Naive_IL-31,CD4_Naive,IL-31
OLAH,-0.30129945,0.994485537632998,1,CD4_Naive_IL-32-beta,CD4_Naive,IL-32-beta
OLAH,0.72751296,0.969993321040255,1,CD4_Naive_IL-33,CD4_Naive,IL-33
OLAH,0.27761084,0.995058423963165,1,CD4_Naive_IL-34,CD4_Naive,IL-34
OLAH,-1.7272215,0.979412725132364,1,CD4_Naive_IL-35,CD4_Naive,IL-35
OLAH,-1.2436774,0.976533935086741,1,CD4_Naive_IL-36-alpha,CD4_Naive,IL-36-alpha
OLAH,0.8097383,0.960523624802038,1,CD4_Naive_IL-36Ra,CD4_Naive,IL-36Ra
OLAH,-18.22997,0.987025012348078,1,CD4_Naive_IL-4,CD4_Naive,IL-4
OLAH,-0.69866925,0.983349312524709,1,CD4_Naive_IL-5,CD4_Naive,IL-5
OLAH,-0.9919854,0.982116418309359,1,CD4_Naive_IL-6,CD4_Naive,IL-6
OLAH,3.4321501,0.47109386499288,1,CD4_Naive_IL-7,CD4_Naive,IL-7
OLAH,-0.8530479,0.982918454130718,1,CD4_Naive_IL-8,CD4_Naive,IL-8
OLAH,0.71145606,0.970909887674861,1,CD4_Naive_IL-9,CD4_Naive,IL-9
OLAH,0.7519364,0.976351220747488,1,CD4_Naive_Leptin,CD4_Naive,Leptin
OLAH,0.79729575,0.973720865562745,1,CD4_Naive_LIF,CD4_Naive,LIF
OLAH,-0.104328774,0.999276566688455,1,CD4_Naive_LIGHT,CD4_Naive,LIGHT
OLAH,-0.45837495,0.989240751201768,1,CD4_Naive_LT-alpha1-beta2,CD4_Naive,LT-alpha1-beta2
OLAH,0.6916194,0.96187751498089,1,CD4_Naive_LT-alpha2-beta1,CD4_Naive,LT-alpha2-beta1
OLAH,-1.789063,0.976582566884855,1,CD4_Naive_M-CSF,CD4_Naive,M-CSF
OLAH,0.3381559,0.988235877479768,1,CD4_Naive_Noggin,CD4_Naive,Noggin
OLAH,-0.15535821,0.9950510222929,1,CD4_Naive_OSM,CD4_Naive,OSM
OLAH,0.26813817,0.993127396477074,1,CD4_Naive_OX40L,CD4_Naive,OX40L
OLAH,0.13514286,0.971146647650985,1,CD4_Naive_PRL,CD4_Naive,PRL
OLAH,-1.1150615,0.982885880173422,1,CD4_Naive_PSPN,CD4_Naive,PSPN
OLAH,-0.096593,0.993029875433979,1,CD4_Naive_RANKL,CD4_Naive,RANKL
OLAH,0.13061562,0.991924028427775,1,CD4_Naive_SCF,CD4_Naive,SCF
OLAH,0.48193485,0.979669756968202,1,CD4_Naive_TGF-beta1,CD4_Naive,TGF-beta1
OLAH,-0.045340918,0.993399202353627,1,CD4_Naive_TL1A,CD4_Naive,TL1A
OLAH,-1.0663884,0.986148610255027,1,CD4_Naive_TNF-alpha,CD4_Naive,TNF-alpha
OLAH,-0.027547458,0.990785494378029,1,CD4_Naive_TPO,CD4_Naive,TPO
OLAH,0.79720706,0.964327705454114,1,CD4_Naive_TRAIL,CD4_Naive,TRAIL
OLAH,-0.5914586,0.990884064087266,1,CD4_Naive_TSLP,CD4_Naive,TSLP
OLAH,0.055445883,0.993787591505991,1,CD4_Naive_TWEAK,CD4_Naive,TWEAK
OLAH,0.52641004,0.984418234335267,1,CD4_Naive_VEGF,CD4_Naive,VEGF
OLAH,1.1367255,0.967659378891524,1,CD8_Memory_4-1BBL,CD8_Memory,4-1BBL
OLAH,1.0701979,0.966062852251456,1,CD8_Memory_ADSF,CD8_Memory,ADSF
OLAH,0.5187044,0.986747295891237,1,CD8_Memory_APRIL,CD8_Memory,APRIL
OLAH,0.080481224,0.990101641312915,1,CD8_Memory_BAFF,CD8_Memory,BAFF
OLAH,-0.39164814,0.992380117729257,1,CD8_Memory_C3a,CD8_Memory,C3a
OLAH,0.829424,0.98975080258654,1,CD8_Memory_C5a,CD8_Memory,C5a
OLAH,-0.14843607,0.997603659259646,1,CD8_Memory_CD27L,CD8_Memory,CD27L
OLAH,0.41295406,0.99525250392412,1,CD8_Memory_CD30L,CD8_Memory,CD30L
OLAH,1.074673,0.957125423309485,1,CD8_Memory_CD40L,CD8_Memory,CD40L
OLAH,-0.2963845,0.990218763029575,1,CD8_Memory_CT-1,CD8_Memory,CT-1
OLAH,-0.32722,0.991178847465471,1,CD8_Memory_Decorin,CD8_Memory,Decorin
OLAH,0.84615296,0.980809341164831,1,CD8_Memory_EGF,CD8_Memory,EGF
OLAH,-18.288544,0.977182624694572,1,CD8_Memory_EPO,CD8_Memory,EPO
OLAH,-18.288544,0.976221333491047,1,CD8_Memory_FasL,CD8_Memory,FasL
OLAH,-0.013558406,0.991520843859084,1,CD8_Memory_FGF-beta,CD8_Memory,FGF-beta
OLAH,1.5431845,0.965139612503673,1,CD8_Memory_FLT3L,CD8_Memory,FLT3L
OLAH,-0.26177135,0.997697900186967,1,CD8_Memory_G-CSF,CD8_Memory,G-CSF
OLAH,-1.1408584,0.991839447941168,1,CD8_Memory_GDNF,CD8_Memory,GDNF
OLAH,-0.1719656,0.992665484957573,1,CD8_Memory_GITRL,CD8_Memory,GITRL
OLAH,-0.67761123,0.992527091094345,1,CD8_Memory_GM-CSF,CD8_Memory,GM-CSF
OLAH,-0.18387945,0.993317297868283,1,CD8_Memory_HGF,CD8_Memory,HGF
OLAH,-1.035958,0.987992436731088,1,CD8_Memory_IFN-alpha1,CD8_Memory,IFN-alpha1
OLAH,-0.28269005,0.997457273218309,1,CD8_Memory_IFN-beta,CD8_Memory,IFN-beta
OLAH,0.16088705,0.997143664402518,1,CD8_Memory_IFN-epsilon,CD8_Memory,IFN-epsilon
OLAH,-18.288544,0.975770166061074,1,CD8_Memory_IFN-gamma,CD8_Memory,IFN-gamma
OLAH,-1.727098,0.9911041124243,1,CD8_Memory_IFN-lambda1,CD8_Memory,IFN-lambda1
